Geneid	./SRR15174659	./SRR15174661	./SRR15174663	./SRR15174670	./SRR15174671	./SRR15174672
AF52_02995	2087	1123	1713	3015	2431	4041
AF52_02996	1574	1145	1666	1986	1946	2775
AF52_02997	11372	7344	10538	14723	13367	20372
AF52_02998	6624	4487	6018	11994	10076	15172
AF52_02999	1647	826	1082	1718	1254	1752
AF52_03000	2892	1332	2413	1281	1128	1551
AF52_03001	2901	1311	2426	621	517	796
AF52_03002	4711	2491	4018	7510	5820	10795
AF52_03003	2520	1453	2511	2084	2420	2992
AF52_03004	957	532	704	189	286	424
AF52_03005	1263	622	978	324	299	436
AF52_03006	1405	1186	1068	1464	1532	2383
AF52_03007	1806	1022	2008	2867	2026	4058
AF52_03008	4124	2682	2973	4530	3591	6497
AF52_03009	2832	1712	2257	1811	1810	2267
AF52_03010	1686	940	1409	2643	2333	3070
AF52_03011	1637	797	1397	298	513	631
AF52_03012	1483	1027	1629	1096	1025	1998
AF52_03013	1725	740	1722	4720	4623	6478
AF52_03014	1770	956	1302	3856	3900	5447
AF52_03015	2554	2044	2334	3653	3254	5541
AF52_03016	1778	998	1524	819	915	1102
AF52_03017	3042	1524	2298	880	836	1340
AF52_03018	4331	2401	3333	4521	4348	6174
AF52_03019	666	208	408	1410	1227	2308
AF52_03020	3065	1558	2622	5519	4276	7409
AF52_03021	1894	1104	1832	2884	3250	4406
AF52_03022	3555	2264	3084	6512	6041	9127
AF52_03023	6004	3126	4476	6491	5235	9150
AF52_03024	2910	1953	2865	2851	2554	3689
AF52_03025	235	91	184	233	199	343
AF52_03026	36	11	15	33	21	44
AF52_03027	473	229	363	655	600	940
AF52_03028	1028	405	710	1440	1277	2285
AF52_03029	711	374	454	480	464	695
AF52_03030	540	392	353	369	311	338
AF52_03031	680	355	560	1773	1625	2897
AF52_03032	18541	12076	16819	25335	24388	37649
AF52_03033	23510	13797	19398	28823	26051	43136
AF52_03034	80917	50911	70531	62989	58340	91447
AF52_03035	71621	43555	62567	55158	49593	81403
AF52_03036	623	643	642	767	672	1022
AF52_03037	1086	588	1035	1124	994	1380
AF52_03038	1174	633	1319	1212	1377	1911
AF52_03039	19942	10611	18075	48080	42799	76019
AF52_03040	27716	17909	26387	58934	56041	79406
AF52_03041	21745	12778	19119	28073	27255	39344
AF52_03042	17495	9742	14726	18905	17580	24462
AF52_03043	33771	20216	30153	34523	33512	45982
AF52_03044	14092	8278	13468	15536	15482	21145
AF52_03045	14340	8034	12912	12287	11703	17729
AF52_03046	35818	20524	31025	31893	30805	42394
AF52_03047	14321	9256	13617	17203	15602	22785
AF52_03048	7061	4412	7545	6444	6080	8937
AF52_03049	10684	6588	11698	10633	10234	14998
AF52_03050	31945	22130	27774	73150	69590	90083
AF52_03051	16839	12691	15628	37471	35512	49340
AF52_03052	39592	28531	38612	99546	94909	141722
AF52_03053	22681	15298	21495	43756	41451	61122
AF52_03054	24733	16623	23340	34186	31399	47404
AF52_03055	28772	18383	26918	30117	30814	41820
AF52_03056	20129	11157	17271	19568	18701	25023
AF52_03057	28015	18848	26269	27663	27322	38018
AF52_03058	8882	5395	7826	7317	6867	9560
AF52_03059	28292	18649	25511	25381	24689	34364
AF52_03060	103709	62938	93415	84103	85151	119668
AF52_03061	26413	16436	24110	30868	29681	50752
AF52_03062	32188	22310	29668	27135	26413	38271
AF52_03063	60193	38598	53295	46489	44033	67524
AF52_03064	20417	14376	20372	15533	12890	19925
AF52_03065	794	513	786	966	858	1067
AF52_03066	1054	526	942	1611	1581	2112
AF52_03067	2098	839	1977	20682	15891	23053
AF52_03068	1643	815	1156	4239	3370	5654
AF52_03069	4246	1860	3315	1046	770	1469
AF52_03070	2661	1778	2931	933	933	1074
AF52_03071	7481	3967	5899	4808	4299	6491
AF52_03072	2122	1558	2030	4124	3592	5927
AF52_03073	720	472	708	1805	1441	2423
AF52_03074	3565	2011	3074	9115	7755	11652
AF52_03075	3835	2151	3523	8621	7568	11657
AF52_03076	1642	696	1351	1298	1231	1727
AF52_03077	2025	1139	2141	725	676	1016
AF52_03078	1284	703	1314	614	656	558
AF52_03079	2772	951	2127	499	516	707
AF52_03080	230	86	154	238	190	316
AF52_03081	136	77	157	545	481	704
AF52_03082	1514	1092	1523	2210	2211	2419
AF52_03083	2704	2156	2248	2199	2311	2876
AF52_03084	60	76	43	59	60	55
AF52_03085	5496	3917	4842	4358	4197	5525
AF52_03086	80	77	109	138	44	94
AF52_03087	382	201	316	357	380	445
AF52_03088	2743	1183	1900	2480	2489	3205
AF52_03089	207	64	75	283	160	174
AF52_03090	237	52	184	141	169	152
AF52_03091	8682	5645	8325	3871	3031	3864
AF52_03092	12121	7641	10857	3251	3130	4609
AF52_03093	2121	1370	2127	721	604	718
AF52_03094	1491	816	1481	595	727	1191
AF52_03095	679	334	437	245	216	497
AF52_03096	12015	7537	10507	3473	3412	5213
AF52_03097	3753	2223	2988	2341	1862	2739
AF52_03098	3896	2494	3701	2852	2354	3297
AF52_03099	1984	926	1765	7097	6335	9295
AF52_03100	470	227	364	403	620	690
AF52_03101	3401	2028	2831	5071	5017	7016
AF52_03102	6805	3729	5341	15467	13202	19784
AF52_03103	4545	2198	4496	3750	3162	4499
AF52_03104	3285	1375	2487	1477	1371	1885
AF52_03105	4570	2732	4389	2254	2318	3530
AF52_03106	4818	2141	4019	961	1174	1260
AF52_03107	8039	4429	7635	1445	1096	1823
AF52_03108	4081	2348	4019	2893	2552	3429
AF52_03109	2703	1132	2350	1854	1581	2370
AF52_03110	413	199	288	590	470	685
AF52_03111	397	248	511	765	554	934
AF52_03112	1774	589	1469	1101	643	1033
AF52_03113	509	123	650	559	565	655
AF52_03114	680	152	663	991	1017	1299
AF52_03115	1317	982	1144	2175	1962	3203
AF52_03116	4439	2460	4042	6242	4400	8290
AF52_03117	3735	2233	2535	4584	3794	4868
AF52_03118	3751	1877	3489	4139	2727	4334
AF52_03119	2153	1192	2064	3064	3523	4060
AF52_03120	5209	2587	3809	6638	5756	9016
AF52_03121	2553	1366	2263	1371	1786	2899
AF52_03122	15173	8985	13052	19058	18239	26709
AF52_03123	21355	15131	22715	28312	26124	35578
AF52_03124	5446	2981	4516	5882	6030	9388
AF52_03125	7149	3564	6373	6058	5714	8914
AF52_03126	1346	597	1329	987	737	1386
AF52_03127	2048	1130	1734	1360	1265	1356
AF52_03128	4680	2968	3874	4066	3516	6391
AF52_03129	214	138	264	353	624	615
AF52_03130	170	49	155	246	226	233
AF52_03131	205	87	156	246	204	309
AF52_03132	251	183	313	674	455	795
AF52_03133	176	114	83	583	282	583
AF52_03134	9	41	61	426	334	468
AF52_03135	106	52	100	1180	908	1218
AF52_03136	34	0	11	101	71	178
AF52_03137	1182	555	1022	2342	1977	3028
AF52_03138	983	571	752	1619	1494	2713
AF52_03139	2671	1657	2158	2681	2595	3878
AF52_03140	688	359	568	804	476	667
AF52_03141	850	504	798	2078	1913	3154
AF52_03142	1725	1196	1542	3335	2536	4490
AF52_03143	1672	740	1113	1498	1174	1944
AF52_03144	239	122	147	388	394	794
AF52_03145	720	337	839	862	561	1000
AF52_03146	558	461	552	846	894	1101
AF52_03147	807	533	747	1334	1003	1896
AF52_03148	946	585	1029	1452	1364	2052
AF52_03149	272	123	310	505	529	849
AF52_03150	44	129	100	58	127	171
AF52_03151	260	161	177	161	148	347
AF52_03152	864	590	891	632	494	765
AF52_03153	1190	659	965	2180	1836	3068
AF52_03154	25680	12377	22916	9930	9576	14180
AF52_03155	23992	14992	21921	16899	16484	25861
AF52_03156	18260	9638	16274	21368	18558	27580
AF52_03157	14364	8418	14920	51724	38781	65279
AF52_03158	1763	1185	1727	1422	1402	1961
AF52_03159	606	373	606	824	741	1204
AF52_03160	17382	10213	17137	13825	13375	20441
AF52_03161	15751	9710	15048	16738	17437	23838
AF52_03162	6725	3394	5875	9004	8002	10545
AF52_03163	38224	27890	41825	33568	32477	36258
AF52_03164	1919	934	1418	2639	2594	3743
AF52_03165	942	467	809	1326	1155	1687
AF52_03166	202	82	155	258	190	296
AF52_03167	106	232	204	1058	725	1034
AF52_03168	1327	657	850	1937	1996	2623
AF52_03169	1309	644	1183	1481	890	1717
AF52_03170	20712	14239	20154	23345	20216	28352
AF52_03171	48490	31277	44888	56453	53350	73737
AF52_03172	2343	1750	2451	1893	1820	2874
AF52_03173	1422	846	1133	1295	1132	1955
AF52_03174	28587	16577	23472	45475	43354	60326
AF52_03175	5692	3403	5140	11519	11580	15737
AF52_03176	8176	4622	8170	11524	10255	14412
AF52_03177	2738	1941	2537	5573	5472	6489
AF52_03178	5307	2908	4402	8757	7829	12784
AF52_03179	4065	2121	4347	7855	6826	10968
AF52_03180	9924	5471	9091	27863	24905	36743
AF52_03181	10074	8356	10816	17092	17050	21419
AF52_03182	16349	12297	14747	19147	18135	26114
AF52_03183	5869	2846	4438	5129	3894	7435
AF52_03184	2180	1004	1434	697	802	809
AF52_03185	4997	3484	4502	4031	3809	5200
AF52_03186	1529	1077	1442	2096	1847	2617
AF52_03187	2059	1185	2212	1158	980	1715
AF52_03188	2083	971	1653	1543	1035	1766
AF52_03189	1047	548	1161	1056	1091	1997
AF52_03190	1581	852	1121	1806	1369	2274
AF52_03191	1878	1169	2054	3789	3682	5741
AF52_03192	2904	1809	2478	3540	3551	4976
AF52_03193	1459	949	1260	1377	1241	2122
AF52_03194	1830	1118	1712	1341	1232	1962
AF52_03195	1740	920	1404	917	863	1511
AF52_03196	1770	985	1410	903	1104	1163
AF52_03197	2167	1087	1831	1267	1196	1876
AF52_03198	7127	3524	5504	3662	3291	4675
AF52_03199	1173	1125	1005	368	317	373
AF52_03200	2127	1658	2419	532	710	794
AF52_03201	3559	1644	2679	508	438	789
AF52_03202	1225	585	959	337	335	423
AF52_03203	3986	1907	3539	1016	849	1098
AF52_03204	315	217	374	586	447	921
AF52_03205	2106	1116	2257	7777	6582	8022
AF52_03206	166	50	181	243	376	532
AF52_03207	233	70	184	434	459	722
AF52_03208	19	56	55	603	492	748
AF52_03209	641	328	534	951	849	1287
AF52_03210	378	144	290	391	302	525
AF52_03211	95	105	206	559	429	740
AF52_03212	954	629	678	2721	2507	3321
AF52_03213	4818	1874	3367	8324	6998	10695
AF52_03214	394	283	287	711	609	694
AF52_03215	301	89	171	332	304	412
AF52_03216	4311	1958	3223	1943	1805	2609
AF52_03217	2673	1337	2433	1228	1064	1493
AF52_03218	687	290	557	705	505	649
AF52_03219	2804	1576	2263	2073	1854	2750
AF52_03220	2436	1484	2386	3109	3118	4515
AF52_03221	3639	1504	2978	13526	10276	16217
AF52_03222	2890	1721	2037	6655	5311	9092
AF52_03223	109	44	106	431	274	841
AF52_03224	158	114	118	1116	771	1196
AF52_03225	306	74	298	756	487	953
AF52_03226	580	262	528	782	799	1045
AF52_03227	2075	1130	1894	5922	5031	8583
AF52_03228	4178	2113	3569	5191	4840	7280
AF52_03229	1245	449	772	1093	903	1670
AF52_03230	299	192	197	731	570	1174
AF52_03231	375	181	300	1898	1904	2818
AF52_03232	156	159	72	759	625	798
AF52_03233	1514	1127	1704	2953	2330	4270
AF52_03234	1407	737	1233	1769	1704	2801
AF52_03235	210	181	238	798	658	1075
AF52_03236	227	186	132	465	466	593
AF52_03237	40	8	20	124	158	125
AF52_03238	0	0	50	121	0	122
AF52_03239	82	22	41	93	76	210
AF52_03240	24	13	28	79	76	152
AF52_03241	30	40	145	195	128	142
AF52_03242	73	53	8	93	126	79
AF52_03243	296	296	193	397	386	422
AF52_03244	433	241	419	633	452	719
AF52_03245	605	361	534	667	515	906
AF52_03246	835	658	885	894	1078	911
AF52_03247	331	194	305	812	730	1150
AF52_03248	12	44	88	137	187	200
AF52_03249	85	18	94	334	244	488
AF52_03250	912	701	810	2247	2071	2668
AF52_03251	1105	496	658	934	528	1102
AF52_03252	277	165	257	196	80	262
AF52_03253	204	137	120	267	139	203
AF52_03254	125	64	193	145	223	241
AF52_03255	990	508	802	1333	1113	1853
AF52_03256	33	0	19	163	204	232
AF52_03257	171	66	70	93	94	211
AF52_03258	61	16	49	62	67	136
AF52_03259	33	48	62	59	29	133
AF52_03260	67	27	55	116	66	107
AF52_03261	217	52	125	126	87	219
AF52_03262	41	2	24	283	135	154
AF52_03263	49	12	54	127	115	93
AF52_03264	0	0	6	93	42	194
AF52_03265	116	61	59	257	121	312
AF52_03266	354	134	280	778	346	1077
AF52_03267	1133	594	950	1457	1295	2009
AF52_03268	592	435	510	1168	970	1486
AF52_03269	382	150	352	3045	2338	4014
AF52_03270	133	50	54	282	185	254
AF52_03271	47	6	69	223	227	271
AF52_03272	239	112	191	404	349	458
AF52_03273	74	9	35	114	120	209
AF52_03274	2602	1624	2287	3022	2525	3795
AF52_03275	1416	634	1253	2667	1614	2624
AF52_03276	609	250	391	1080	523	938
AF52_03277	321	195	260	608	470	1013
AF52_03278	201	61	173	525	412	638
AF52_03279	1884	733	1250	3381	2323	3612
AF52_03280	1053	449	744	1656	1418	2393
AF52_03281	346	179	504	616	491	613
AF52_03282	961	610	1160	1566	1121	2179
AF52_03283	158	193	433	363	492	816
AF52_03284	464	218	498	1036	801	1368
AF52_03285	57	37	75	110	125	134
AF52_03286	402	239	272	551	533	827
AF52_03287	523	251	473	647	814	982
AF52_03288	285	183	233	367	212	610
AF52_03289	375	112	176	519	419	535
AF52_03290	1170	752	1054	1709	1904	2761
AF52_03291	6600	3446	6362	1127	1668	1865
AF52_03292	3242	1471	2557	891	602	856
AF52_03293	14658	8122	12885	3713	3720	5538
AF52_03294	3707	2171	4135	444	351	551
AF52_03295	2641	1484	2632	209	254	267
AF52_03296	1111	911	1224	315	304	422
AF52_03297	948	408	694	157	80	158
AF52_03298	383	391	525	47	29	127
AF52_03299	1562	746	1213	2143	1969	2775
AF52_03300	143	25	119	135	198	259
AF52_03301	2000	1322	1817	4628	3924	5599
AF52_03302	1656	1029	1741	2381	1928	3979
AF52_03303	757	302	544	759	427	1000
AF52_03304	53	78	65	111	61	122
AF52_03305	63	135	45	218	164	233
AF52_03306	26	44	0	78	93	90
AF52_03307	3	0	0	70	43	76
AF52_03308	83	0	21	333	104	237
AF52_03309	1267	588	846	1508	1277	1926
AF52_03310	76	15	30	77	50	76
AF52_03311	290	156	177	419	372	710
AF52_03312	384	134	143	783	685	807
AF52_03313	49	13	15	66	75	92
AF52_03314	1530	805	1299	7799	6540	11104
AF52_03315	5759	3799	5581	3305	3591	4949
AF52_03316	1113	767	664	1696	1257	1679
AF52_03317	189	142	100	244	378	648
AF52_03318	147	37	96	166	104	233
AF52_03319	82	72	49	287	389	485
AF52_03320	504	324	473	1259	1079	1392
AF52_03321	415	170	288	884	585	1049
AF52_03322	677	348	393	694	502	921
AF52_03323	163	56	61	357	193	343
AF52_03324	157	74	76	215	260	329
AF52_03325	57	2	52	206	155	142
AF52_03326	111	110	181	208	258	331
AF52_03327	498	508	475	938	843	1273
AF52_03328	110	208	117	223	243	333
AF52_03329	328	171	162	485	437	934
AF52_03330	87	63	93	296	135	248
AF52_03331	196	91	101	267	107	356
AF52_03332	70	109	72	169	146	232
AF52_03333	93	2	47	31	28	88
AF52_03334	16	38	8	62	40	79
AF52_03335	72	54	42	124	193	184
AF52_03336	26	0	64	104	36	57
AF52_03337	10	20	42	91	33	22
AF52_03338	121	55	55	209	183	147
AF52_03339	194	67	162	472	379	853
AF52_03340	939	290	594	341	514	564
AF52_03341	4634	2295	3843	6618	6519	10102
AF52_03342	683	259	582	898	995	1308
AF52_03343	72	78	49	298	193	356
AF52_03344	389	189	262	260	384	790
AF52_03345	952	685	832	1779	1238	2239
AF52_03346	818	456	506	638	292	727
AF52_03347	613	232	402	468	222	625
AF52_03348	395	108	244	211	152	454
AF52_03349	411	227	325	723	407	725
AF52_03350	550	259	494	327	413	615
AF52_03351	207	102	120	72	95	136
AF52_03352	150	65	133	166	130	179
AF52_03353	412	263	370	536	638	898
AF52_03354	298	353	299	825	767	1317
AF52_03355	76	93	189	451	634	816
AF52_03356	684	367	541	954	799	1362
AF52_03357	305	118	218	376	282	408
AF52_03358	3	26	9	53	106	132
AF52_03359	208	109	78	535	505	733
AF52_03360	3202	1822	2472	1726	1625	2123
AF52_03361	1947	1002	1903	1868	1615	2837
AF52_03362	852	345	721	636	277	769
AF52_03363	1685	1024	1205	1315	1044	1610
AF52_03364	321	237	280	445	301	673
AF52_03365	938	706	1054	1440	1079	1714
AF52_03366	2286	1212	2034	4719	4375	6177
AF52_03367	569	539	563	6818	6588	9615
AF52_03368	774	364	505	2156	1883	3036
AF52_03369	2547	1570	2029	9028	8069	13296
AF52_03370	31587	19274	23716	75230	76016	107678
AF52_03371	1005	493	823	1322	1175	1821
AF52_03372	76	23	49	138	169	183
AF52_03373	68	40	192	239	202	260
AF52_03374	16	39	26	366	277	628
AF52_03375	1127	666	755	7919	6581	10682
AF52_03376	521	272	694	678	478	1023
AF52_03377	1439	892	1158	1523	1407	2087
AF52_03378	329	213	327	945	681	976
AF52_03379	840	359	608	1669	1093	1557
AF52_03380	1490	828	1142	1706	1902	2331
AF52_03381	12509	6498	10149	8865	8371	12815
AF52_03382	2165	1285	1744	2837	2481	3679
AF52_03383	2078	908	1415	2355	1812	3031
AF52_03384	387	334	372	321	386	371
AF52_03385	160	148	184	375	263	403
AF52_03386	90	54	68	111	134	158
AF52_03387	10720	7667	7866	53454	51256	74750
AF52_03388	3517	1913	2530	8029	7145	10055
AF52_03389	6445	4255	6405	105350	94569	138597
AF52_03390	2882	1487	3163	40605	39183	57368
AF52_03391	11791	7428	13033	11927	13135	21505
AF52_03392	4603	2378	3593	5262	4991	7759
AF52_03393	7976	4915	7228	5299	5749	8761
AF52_03394	3442	1884	2879	701	847	1273
AF52_03395	1324	631	1014	117	123	248
AF52_03396	3174	1459	2312	384	376	566
AF52_03397	736	363	636	541	482	851
AF52_03398	247	127	170	155	152	345
AF52_03399	404	149	338	882	745	1307
AF52_03400	256	59	281	440	250	407
AF52_03401	172	137	264	313	212	329
AF52_03402	414	161	409	820	568	754
AF52_03403	134	31	83	299	164	308
AF52_03404	44	26	2	65	20	80
AF52_03405	12	0	0	58	26	19
AF52_03406	14	18	0	150	126	182
AF52_03407	84	108	64	160	101	109
AF52_03408	130	55	37	11	48	142
AF52_03409	76	69	78	39	34	128
AF52_03410	96	30	81	233	164	323
AF52_03411	163	64	119	263	265	278
AF52_03412	617	326	791	1267	1683	1773
AF52_03413	12302	6734	9811	13143	9364	15476
AF52_03414	32261	16511	24723	1968	1666	2185
AF52_03415	373	218	283	159	137	362
AF52_03416	658	436	513	1045	869	1268
AF52_03417	566	349	495	578	460	823
AF52_03418	1296	733	1111	2064	2039	2869
AF52_03419	2934	1679	2490	912	939	1148
AF52_03420	1547	891	1398	978	587	904
AF52_03421	2606	1180	1909	1181	1009	1724
AF52_03422	4632	2097	3625	1788	1412	2553
AF52_03423	4717	2769	4256	3131	2494	4197
AF52_03424	8200	3733	6134	5484	5208	7293
AF52_03425	1358	815	1306	1257	1074	1805
AF52_03426	647	476	718	412	349	626
AF52_03427	335	131	240	1288	960	1826
AF52_03428	185	125	181	351	427	501
AF52_03429	1178	604	1211	951	920	1458
AF52_03430	2798	1654	2152	1932	1230	2136
AF52_03431	4160	1991	4225	1523	1601	2258
AF52_03432	2129	1040	1794	3256	3067	4740
AF52_03433	59	31	66	83	15	65
AF52_03434	107	76	88	270	133	251
AF52_03435	80	62	178	338	184	258
AF52_03436	138	96	173	2638	2183	3681
AF52_03437	1788	575	1507	2172	1752	2891
AF52_03438	1452	653	1015	888	752	1127
AF52_03439	2954	1896	2912	1262	955	1392
AF52_03440	1866	1043	1855	2418	1883	3391
AF52_03441	218	198	261	261	107	238
AF52_03442	1403	586	1218	1528	1467	2143
AF52_03443	137	10	86	84	32	139
AF52_03444	1140	772	874	994	966	1246
AF52_03445	431	418	293	2512	2141	3368
AF52_03446	1021	485	878	1338	1131	1817
AF52_03447	1024	437	561	1534	867	1741
AF52_03448	436	216	348	993	482	1072
AF52_03449	39	50	89	162	152	221
AF52_03450	2	2	56	78	31	77
AF52_03451	108	111	138	375	427	548
AF52_03452	290	175	231	333	334	549
AF52_03453	250	95	190	324	226	522
AF52_03454	189	210	125	717	816	1172
AF52_03455	533	286	464	1924	1472	2310
AF52_03456	30	67	56	194	227	307
AF52_03457	547	238	298	589	577	1090
AF52_03458	255	380	317	283	298	376
AF52_03459	2531	1297	2014	5383	5382	7828
AF52_03460	4360	2068	4133	4971	4134	5726
AF52_03461	3967	2851	3444	4974	4146	6922
AF52_03462	1658	1081	1641	1155	1010	1680
AF52_03463	8264	4621	6012	3395	3125	4785
AF52_03464	4843	3016	4410	530	478	615
AF52_03465	5634	2720	4867	333	222	410
AF52_03466	3231	1780	3019	217	234	358
AF52_03467	4042	1916	3167	276	197	355
AF52_03468	3930	2363	3578	471	192	794
AF52_03469	3684	2195	3548	889	578	1118
AF52_03470	4937	2808	4585	1002	660	1444
AF52_03471	2322	1245	2289	529	558	547
AF52_03472	2650	1044	2543	474	383	733
AF52_03473	4272	2116	3812	1961	1307	2047
AF52_03474	5401	3510	5229	4567	4818	7139
AF52_03475	23769	12566	20267	27799	25319	37049
AF52_03476	7577	3967	6220	12874	10482	16150
AF52_03477	12060	6769	10834	3773	3310	4812
AF52_03478	1424	612	854	449	369	595
AF52_03479	825	232	468	160	155	338
AF52_03480	900	451	506	593	606	788
AF52_03481	433	389	455	952	754	1588
AF52_03482	3690	2234	3285	2419	1876	2892
AF52_03483	1145	603	1061	507	403	692
AF52_03484	95	87	22	159	77	136
AF52_03485	113	41	139	52	47	126
AF52_03486	2035	1300	1657	2599	2418	3467
AF52_03487	1015	549	724	693	704	946
AF52_03488	756	559	558	585	509	891
AF52_03489	754	416	774	488	547	532
AF52_03490	294	219	289	587	490	888
AF52_03491	1370	572	1111	2179	1765	2958
AF52_03492	29950	18155	27170	3985	4308	6006
AF52_03493	55792	30114	44030	4369	4195	6023
AF52_03494	47762	26285	41423	1871	1503	2715
AF52_03495	29202	15021	26851	32837	29328	42720
AF52_03496	179	114	362	226	204	305
AF52_03497	257	137	273	194	147	177
AF52_03498	269	178	418	543	514	681
AF52_03499	10525	5987	8833	18910	16298	26241
AF52_03500	938	343	685	415	454	636
AF52_03501	4361	1664	3112	789	883	980
AF52_03502	1921	1144	2175	3029	2774	3979
AF52_03503	1305	772	895	1555	1069	2155
AF52_03504	454	186	513	1664	1080	2195
AF52_03505	9861	5129	7703	6305	5901	9952
AF52_03506	831	241	579	965	792	1118
AF52_03507	2362	1300	1869	1063	1079	1381
AF52_03508	2307	1199	1623	2195	2208	3109
AF52_03509	2427	1269	1874	2323	1754	2749
AF52_03510	705	417	462	990	942	1221
AF52_03511	1626	644	1156	935	856	1399
AF52_03512	763	280	406	800	627	1187
AF52_03513	3204	1930	2371	3854	2921	4678
AF52_03514	2044	1363	1473	2506	2051	3517
AF52_03515	1850	1114	1778	2142	1901	2722
AF52_03516	1366	819	1217	2379	1551	2793
AF52_03517	5335	2246	5348	537	484	1028
AF52_03518	7466	3846	5607	5143	4440	7731
AF52_03519	5310	2206	4788	10075	8369	15782
AF52_03520	7785	4105	6949	25961	20461	37395
AF52_03521	854	764	1195	1390	1372	1937
AF52_03522	396	304	329	729	863	1163
AF52_03523	1469	772	1592	1225	1104	1732
AF52_03524	226	81	312	164	215	265
AF52_03525	82	53	82	58	131	33
AF52_03526	11	22	24	0	3	15
AF52_03527	52	43	68	15	4	22
AF52_03528	34	88	94	38	41	72
AF52_03529	57	37	34	52	41	35
AF52_03530	141	106	97	141	85	151
AF52_03531	49	42	48	14	33	30
AF52_03532	35	11	11	43	11	24
AF52_03533	134	56	326	255	109	215
AF52_03534	112	70	176	30	14	51
AF52_03535	681	353	587	719	826	900
AF52_03536	149	116	66	307	216	253
AF52_03537	610	480	615	854	704	1236
AF52_03538	320	201	282	2041	1260	2350
AF52_03539	3761	2023	3376	3957	3198	5367
AF52_03540	5215	2688	4980	2227	1471	2595
AF52_03541	1046	799	1039	191	134	194
AF52_03542	599	340	575	67	123	76
AF52_03543	2213	1145	1614	659	636	1163
AF52_03544	1627	929	1410	2133	1743	3051
AF52_03545	873	473	817	1696	1198	2409
AF52_03546	2196	1260	1651	7646	6876	8801
AF52_03547	1358	775	1415	2919	2475	4330
AF52_03548	1771	1032	1524	1951	1788	3232
AF52_03549	1564	1062	1786	2869	2734	3930
AF52_03550	433	582	478	1429	929	1508
AF52_03551	6305	2692	5545	86314	72679	118033
AF52_03552	643	280	653	2599	2186	3420
AF52_03553	1697	840	1374	3321	2678	4548
AF52_03554	4789	2508	4624	7159	6207	10100
AF52_03555	1966	953	1748	1334	1570	1807
AF52_03556	2769	1750	2582	1546	1663	2464
AF52_03557	46305	23462	40757	86858	76186	132646
AF52_03558	32019	19775	31282	38503	35571	49715
AF52_03559	4789	2626	3887	3343	2703	3944
AF52_03560	6073	4148	5092	7479	6071	9997
AF52_03561	3164	2204	3058	2705	2582	4144
AF52_03562	4291	2537	3682	3397	3472	4579
AF52_03563	4584	2444	3822	3223	3579	4326
AF52_03564	7512	4289	6558	9398	7531	10488
AF52_03565	15881	7923	14619	16973	16058	22746
AF52_03566	3245	2201	3337	1688	1474	1927
AF52_03567	8298	4303	7926	3083	2975	4481
AF52_03568	2301	1211	2282	1663	1400	2373
AF52_03569	5692	3439	4702	3721	3319	5005
AF52_03570	10500	5394	7930	1996	2462	2661
AF52_03571	2086	1185	1999	173	188	330
AF52_03572	7709	3905	7102	1362	1372	1938
AF52_03573	4749	2571	4106	2519	2500	3414
AF52_03574	1384	708	852	1736	1213	2015
AF52_03575	1432	1004	1140	1407	1039	2045
AF52_03576	3514	1425	2586	3608	2761	4908
AF52_03577	1453	886	1351	3398	3330	4521
AF52_03578	713	485	550	998	807	1237
AF52_03579	321	309	392	929	1102	1613
AF52_03580	469	199	247	883	694	1037
AF52_03581	1372	586	1335	3204	3357	4265
AF52_03582	1662	810	1414	1072	985	1475
AF52_03583	7120	3546	6200	5371	4544	7552
AF52_03584	5200	2965	4151	5574	5132	8630
AF52_03585	1191	402	1085	4449	3549	6075
AF52_03586	1526	812	1565	571	765	1181
AF52_03587	595	271	655	545	499	513
AF52_03588	676	342	974	2110	1701	2408
AF52_03589	694	484	525	586	733	968
AF52_03590	2275	1747	2043	2020	1913	2498
AF52_03591	13959	9843	14294	9123	7741	11434
AF52_03592	12238	9430	11849	10456	10447	11880
AF52_03593	2836	2144	2531	2411	2552	3116
AF52_03594	156	210	279	136	183	226
AF52_03595	12241	10113	11798	11589	13578	15234
AF52_03596	1655	832	1278	1367	1291	1981
AF52_03597	762	372	540	991	819	1187
AF52_03598	30	79	60	190	181	206
AF52_03599	620	358	809	1809	1694	2970
AF52_03600	781	383	582	448	338	447
AF52_03601	7692	4235	6871	3784	2703	4368
AF52_03602	323	308	306	648	405	704
AF52_03603	1150	736	1132	1124	950	1270
AF52_03604	748	440	805	769	707	909
AF52_03605	921	318	673	1225	1034	1473
AF52_03606	12948	10119	12400	12303	13871	16320
AF52_03607	4227	1937	2721	2975	2749	4202
AF52_03608	404	93	110	328	145	329
AF52_03609	802	312	827	1377	1286	1770
AF52_03610	379	121	331	3162	3031	4500
AF52_03611	1296	665	948	2587	2679	3222
AF52_03612	4172	2418	3407	3297	3325	4544
AF52_03613	3462	1765	2861	3290	3246	4757
AF52_03614	1430	1063	1581	3436	2458	4319
AF52_03615	1314	789	957	908	869	1087
AF52_03616	418	227	354	166	75	186
AF52_03617	330	270	389	149	137	180
AF52_03618	616	420	562	191	116	192
AF52_03619	904	670	686	357	255	473
AF52_03620	353	164	296	142	55	135
AF52_03621	353	147	291	421	229	389
AF52_03622	1523	735	1056	3598	3145	4285
AF52_03623	385	228	367	399	230	341
AF52_03624	4722	1680	3705	3198	2746	4725
