Geneid	./SRR15174659	./SRR15174661	./SRR15174663	./SRR15174670	./SRR15174671	./SRR15174672
AF52_00001	103	54	72	665	528	695
AF52_00002	172	87	130	210	145	260
AF52_00003	258	112	203	393	316	478
AF52_00004	86	30	72	86	64	97
AF52_00005	148	63	128	216	202	283
AF52_00006	73	16	137	127	180	108
AF52_00007	186	58	111	193	178	390
AF52_00008	350	139	226	234	361	368
AF52_00009	47	63	91	201	181	181
AF52_00010	35	19	26	25	46	83
AF52_00011	275	133	196	375	339	467
AF52_00012	228	101	182	283	228	402
AF52_00013	38	50	161	342	350	489
AF52_00014	101	52	10	98	70	229
AF52_00015	109	41	42	220	131	144
AF52_00016	63	0	12	82	159	83
AF52_00017	1008	501	788	1328	1129	1755
AF52_00018	704	324	550	365	368	569
AF52_00019	0	0	0	4	26	15
AF52_00020	44	96	12	137	140	135
AF52_00021	267	158	183	345	400	367
AF52_00022	50	31	72	154	197	368
AF52_00023	999	449	834	1295	1199	1849
AF52_00024	3366	1977	3022	520	613	792
AF52_00025	0	0	1	20	16	17
AF52_00026	77	0	15	70	22	96
AF52_00027	16	1	3	24	20	16
AF52_00028	68	22	16	135	109	143
AF52_00029	89	75	47	151	74	290
AF52_00030	48	70	52	86	101	84
AF52_00031	96	65	130	122	145	139
AF52_00032	8	12	22	16	10	13
AF52_00033	48	13	45	15	38	67
AF52_00034	0	0	0	0	0	0
AF52_00035	0	0	0	12	0	0
AF52_00036	20	12	4	14	12	15
AF52_00037	112	56	70	60	233	110
AF52_00038	4	0	0	0	21	0
AF52_00039	140	32	27	168	126	172
AF52_00040	6	0	27	42	0	74
AF52_00041	31	8	25	26	6	37
AF52_00042	40	17	62	91	142	93
AF52_00043	18	4	50	126	131	100
AF52_00044	194	67	102	233	183	377
AF52_00045	442	235	370	812	614	1002
AF52_00046	313	201	123	675	395	630
AF52_00047	194	74	183	276	226	373
AF52_00048	143	104	287	446	381	404
AF52_00049	9	21	3	72	82	44
AF52_00050	27	12	3	58	68	64
AF52_00051	272	143	186	440	468	713
AF52_00052	35	9	98	124	167	150
AF52_00053	13	15	22	121	31	52
AF52_00054	119	90	150	571	518	860
AF52_00055	49	76	35	80	65	167
AF52_00056	1000	468	797	1297	1137	1730
AF52_00057	175	65	199	287	154	413
AF52_00058	110	84	34	84	101	205
AF52_00059	232	170	308	477	378	812
AF52_00060	19	0	7	34	31	53
AF52_00061	7	11	0	116	65	15
AF52_00062	395	330	463	1063	916	1975
AF52_00063	2020	1082	1642	3325	3267	4326
AF52_00064	481	353	751	718	664	775
AF52_00065	609	325	498	695	905	1382
AF52_00066	694	355	586	842	893	1175
AF52_00067	432	248	406	612	566	656
AF52_00068	857	498	528	1857	1660	2500
AF52_00069	1319	748	1262	3092	3199	4235
AF52_00070	2020	1107	1529	1569	1626	2559
AF52_00071	4382	2980	3833	11456	9845	13120
AF52_00072	818	299	525	695	882	1081
AF52_00073	1834	820	1413	1743	1389	2093
AF52_00074	1413	1088	1425	1673	1736	2448
AF52_00075	585	395	697	1162	1109	1502
AF52_00076	169	164	160	434	339	415
AF52_00077	1485	753	1004	1242	940	1740
AF52_00078	563	353	547	276	248	687
AF52_00079	515	350	521	1519	1289	2146
AF52_00080	450	157	291	513	513	694
AF52_00081	355	177	403	881	764	1350
AF52_00082	532	379	543	3446	2782	4608
AF52_00083	463	259	449	3393	2592	3655
AF52_00084	201	126	249	473	643	837
AF52_00085	434	277	488	1329	1329	1766
AF52_00086	326	170	341	603	531	979
AF52_00087	88	16	40	188	128	229
AF52_00088	27	23	81	155	73	163
AF52_00089	246	131	208	513	432	635
AF52_00090	118	52	132	186	146	245
AF52_00091	137	40	154	230	202	261
AF52_00092	238	173	215	379	187	297
AF52_00093	618	212	410	549	489	971
AF52_00094	5460	3583	4554	4025	3330	5881
AF52_00095	886	537	490	390	396	622
AF52_00096	1413	750	908	1606	985	1987
AF52_00097	31592	18851	27058	39636	38597	57149
AF52_00098	471	248	491	2480	1690	3150
AF52_00099	1213	629	1055	2744	2447	3755
AF52_00100	923	466	799	2329	2210	2792
AF52_00101	247	125	322	1254	949	1290
AF52_00102	1234	511	778	513	298	549
AF52_00103	755	367	750	860	536	1473
AF52_00104	2220	1215	2222	2043	1649	2539
AF52_00105	251	121	171	512	537	682
AF52_00106	1077	590	942	1551	1460	1811
AF52_00107	219	110	344	982	915	1861
AF52_00108	1208	661	924	1844	1917	2406
AF52_00109	1976	1268	1579	1684	1631	1938
AF52_00110	917	431	872	718	427	598
AF52_00111	922	463	910	880	696	1389
AF52_00112	215	70	175	865	486	1347
AF52_00113	41	20	28	116	108	151
AF52_00114	181	127	115	159	101	268
AF52_00115	183	206	99	337	220	507
AF52_00116	120	25	112	35	67	168
AF52_00117	107	169	98	29	87	91
AF52_00118	54	43	48	68	114	141
AF52_00119	100	10	71	101	25	216
AF52_00120	533	310	542	238	276	447
AF52_00121	1521	737	1051	1734	1762	2503
AF52_00122	14	20	0	438	496	766
AF52_00123	66	58	68	313	293	496
AF52_00124	50	10	52	172	178	338
AF52_00125	32	12	25	202	148	317
AF52_00126	189	151	161	644	574	839
AF52_00127	1555	744	1194	4754	4028	6310
AF52_00128	429	224	482	1643	1656	2407
AF52_00129	1311	658	985	2017	1926	3125
AF52_00130	2063	658	1383	1601	1746	2175
AF52_00131	1072	444	749	1295	1107	1761
AF52_00132	14	0	0	35	99	79
AF52_00133	16	0	0	74	19	61
AF52_00134	0	28	0	32	1	17
AF52_00135	253	182	188	416	303	562
AF52_00136	23	70	64	163	111	214
AF52_00137	96	87	95	107	205	130
AF52_00138	499	99	243	215	142	237
AF52_00139	193	70	124	170	242	209
AF52_00140	3271	2005	3003	2037	2126	2747
AF52_00141	2204	902	1438	5731	4677	7837
AF52_00142	503	201	588	992	723	1178
AF52_00143	551	433	400	905	984	1105
AF52_00144	909	522	999	1318	1099	1554
AF52_00145	825	306	660	1026	942	1324
AF52_00146	268	189	220	301	222	490
AF52_00147	138	50	239	183	231	266
AF52_00148	4210	1475	2919	4467	3035	6203
AF52_00149	2117	1226	2116	4049	3250	5381
AF52_00150	167	109	223	963	721	1212
AF52_00151	45	18	83	281	245	539
AF52_00152	33	4	75	155	42	96
AF52_00153	146	84	97	272	290	478
AF52_00154	193	92	134	239	262	393
AF52_00155	212	382	455	399	458	221
AF52_00156	144	192	159	376	240	451
AF52_00157	222	218	106	398	324	505
AF52_00158	310	342	436	1085	712	1170
AF52_00159	111	71	22	89	123	28
AF52_00160	46	36	30	75	66	294
AF52_00161	185	72	214	156	72	300
AF52_00162	451	200	444	202	140	309
AF52_00163	294	249	497	295	412	483
AF52_00164	411	463	361	383	441	448
AF52_00165	353	211	209	321	204	407
AF52_00166	263	198	218	560	633	707
AF52_00167	580	307	344	566	764	1123
AF52_00168	1252	636	1114	1672	1902	2428
AF52_00169	938	498	722	803	680	1087
AF52_00170	257	74	178	280	186	517
AF52_00171	5756	2422	4924	3846	3136	5333
AF52_00172	2248	785	1599	649	662	1112
AF52_00173	893	549	760	2353	1617	3342
AF52_00174	1306	706	1108	1414	1339	2189
AF52_00175	1943	984	2109	7885	6020	8943
AF52_00176	7977	4442	6303	6838	6105	9258
AF52_00177	1778	1335	2029	4094	3509	5463
AF52_00178	117	41	60	1540	1780	2307
AF52_00179	1320	639	1110	2234	1673	2686
AF52_00180	1423	894	958	1501	1729	1837
AF52_00181	631	358	516	581	682	948
AF52_00182	528	389	532	989	801	1795
AF52_00183	2679	1592	2369	3825	3616	5224
AF52_00184	635	282	407	1365	712	1236
AF52_00185	722	323	578	649	362	905
AF52_00186	1482	848	1514	2118	1831	2586
AF52_00187	1546	961	1397	1762	1463	2684
AF52_00188	504	235	366	831	813	1019
AF52_00189	7181	3311	5947	2875	2946	4552
AF52_00190	310	102	151	1250	883	1681
AF52_00191	11183	5397	8914	10035	8807	13238
AF52_00192	423	111	260	1585	1225	2003
AF52_00193	872	476	856	767	596	1661
AF52_00194	979	362	718	239	71	369
AF52_00195	567	490	648	405	497	628
AF52_00196	984	607	751	1329	1225	2051
AF52_00197	343	378	501	478	521	663
AF52_00198	76	1	75	22	15	33
AF52_00199	67	5	94	104	61	154
AF52_00200	16	8	29	21	10	6
AF52_00201	32	7	32	51	2	99
AF52_00202	77	38	22	200	197	184
AF52_00203	154	94	34	523	215	505
AF52_00204	52	16	21	180	153	179
AF52_00205	46	14	49	105	31	168
AF52_00206	338	186	224	155	143	127
AF52_00207	4896	2102	4185	4368	3873	4751
AF52_00208	763	458	762	780	861	896
AF52_00209	147	24	160	218	120	221
AF52_00210	1442	622	1095	1568	1521	1770
AF52_00211	342	147	275	547	661	1066
AF52_00212	1011	548	918	1455	1151	2153
AF52_00213	51	7	27	82	108	67
AF52_00214	239	131	221	490	484	718
AF52_00215	53	31	20	17	55	24
AF52_00216	2	31	8	0	0	2
AF52_00217	4	15	40	18	27	21
AF52_00218	3	0	0	0	16	20
AF52_00219	4	4	9	23	7	42
AF52_00220	0	2	9	3	2	0
AF52_00221	0	4	0	4	4	0
AF52_00222	57	0	5	80	74	87
AF52_00223	196	72	99	444	425	442
AF52_00224	262	184	196	246	231	330
AF52_00225	520	481	582	620	474	865
AF52_00226	30	1	13	109	29	50
AF52_00227	2	19	24	53	107	72
AF52_00228	1	10	1	6	47	27
AF52_00229	114	56	147	57	121	123
AF52_00230	3	0	28	35	39	16
AF52_00231	4	58	2	39	39	41
AF52_00232	4	11	18	3	32	58
AF52_00233	5	1	4	84	16	102
AF52_00234	0	0	1	40	11	52
AF52_00235	406	251	682	823	606	1062
AF52_00236	991	465	818	1345	1095	1772
AF52_00237	36	12	28	118	84	150
AF52_00238	76	24	56	200	91	99
AF52_00239	52	20	18	35	13	25
AF52_00240	221	138	217	425	334	456
AF52_00241	134	72	112	169	135	194
AF52_00242	14	0	33	4	49	6
AF52_00243	60	24	113	44	50	87
AF52_00244	123	26	27	80	54	41
AF52_00245	112	59	50	68	93	142
AF52_00246	58	1	116	37	107	119
AF52_00247	36	0	3	23	15	15
AF52_00248	14	15	0	5	33	9
AF52_00249	33	22	37	5	23	48
AF52_00250	66	24	61	52	76	78
AF52_00251	39	1	6	3	0	37
AF52_00252	281	85	133	114	90	220
AF52_00253	203	104	180	352	341	598
AF52_00254	150	24	144	258	150	229
AF52_00255	2153	1134	1379	1891	2005	2393
AF52_00256	9198	5112	6865	7587	7252	9985
AF52_00257	4619	2247	3442	2433	2265	2730
AF52_00258	1004	461	833	1328	1180	1717
AF52_00259	87	59	102	226	164	316
AF52_00260	1036	473	839	1318	1116	1781
AF52_00261	110	73	136	271	214	339
AF52_00262	31	13	21	28	106	144
AF52_00263	28	1	5	22	28	85
AF52_00264	16	5	0	24	4	12
AF52_00265	230	70	145	270	222	268
AF52_00266	1062	459	744	1321	1104	1645
AF52_00267	97	140	124	133	219	320
AF52_00268	49	86	51	146	92	90
AF52_00269	128	121	156	542	710	971
AF52_00270	116	79	191	668	829	982
AF52_00271	96	76	100	243	252	373
AF52_00272	352	132	304	787	638	1120
AF52_00273	814	232	602	803	679	1347
AF52_00274	1480	632	1304	371	150	218
AF52_00275	2185	889	2014	2103	1557	2595
AF52_00276	138	111	141	178	128	352
AF52_00277	93	116	191	282	278	301
AF52_00278	400	341	368	375	503	689
AF52_00279	40	43	26	179	57	183
AF52_00280	130	172	101	313	258	482
AF52_00281	631	329	421	2725	2138	3493
AF52_00282	326	273	291	2477	2932	3592
AF52_00283	72	11	70	707	528	1074
AF52_00284	139	86	91	1287	1260	1491
AF52_00285	49	73	47	815	660	1068
AF52_00286	448	463	464	2794	2955	4735
AF52_00287	465	389	419	774	416	662
AF52_00288	160	97	142	212	368	437
AF52_00289	150	66	19	181	56	158
AF52_00290	1379	782	1069	1504	1754	2808
AF52_00291	3472	2771	2932	3580	3002	4999
AF52_00292	5720	4270	4548	10173	9013	13613
AF52_00293	448	438	656	887	658	1224
AF52_00294	437	183	442	1268	926	1609
AF52_00295	846	428	608	1443	1595	2380
AF52_00296	304	269	252	169	247	426
AF52_00297	299	120	136	411	403	310
AF52_00298	494	336	340	442	417	671
AF52_00299	171	32	49	139	112	118
AF52_00300	218	86	60	205	183	219
AF52_00301	131	45	33	99	51	82
AF52_00302	54	0	46	43	8	102
AF52_00303	960	469	800	1307	1173	1796
AF52_00304	1452	718	1521	535	536	992
AF52_00305	2545	1260	2334	2435	2050	3776
AF52_00306	478	216	541	2127	1660	2927
AF52_00307	111	26	57	270	209	334
AF52_00308	119	64	7	426	197	217
AF52_00309	902	430	865	348	521	749
AF52_00310	932	492	622	911	1076	1141
AF52_00311	1115	704	802	1170	972	1612
AF52_00312	3465	1701	2450	1973	2021	3478
AF52_00313	516	379	519	5469	4110	7559
AF52_00314	3088	1880	2872	2302	2732	4193
AF52_00315	65	54	64	24	68	15
AF52_00316	248	151	225	256	106	159
AF52_00317	721	416	717	237	239	440
AF52_00318	82	13	69	149	81	111
AF52_00319	205	80	183	391	207	638
AF52_00320	315	200	312	499	525	781
AF52_00321	529	198	454	815	607	744
AF52_00322	31	40	67	199	139	353
AF52_00323	3	8	11	103	80	244
AF52_00324	15	32	7	47	10	109
AF52_00325	0	10	14	74	44	50
AF52_00326	0	10	2	23	22	7
AF52_00327	0	27	0	23	10	88
AF52_00328	0	0	16	6	6	61
AF52_00329	9	14	8	44	38	68
AF52_00330	13	14	50	18	12	25
AF52_00331	0	0	0	9	0	0
AF52_00332	70	62	38	207	303	224
AF52_00333	46	22	70	224	161	417
AF52_00334	305	135	265	689	638	750
AF52_00335	244	125	104	245	299	466
AF52_00336	244	80	180	314	323	310
AF52_00337	812	707	686	1107	978	1615
AF52_00338	2785	1178	2348	1402	1089	1728
AF52_00339	609	338	518	52	25	124
AF52_00340	592	383	507	107	104	374
AF52_00341	339	270	290	96	140	145
AF52_00342	1123	825	1102	1001	994	1145
AF52_00343	144	11	97	330	306	459
AF52_00344	124	51	113	546	325	845
AF52_00345	86	158	276	2016	2388	3665
AF52_00346	742	282	626	7719	7206	11335
AF52_00347	51	84	52	7156	6060	10669
AF52_00348	25	35	47	1218	1052	1818
AF52_00349	150	97	39	765	473	1100
AF52_00350	112	97	140	260	388	312
AF52_00351	68	8	29	34	95	87
AF52_00352	85	21	81	75	42	187
AF52_00353	83	55	35	60	8	56
AF52_00354	484	312	361	1215	827	1331
AF52_00355	134	28	271	642	628	682
AF52_00356	78	59	181	252	252	277
AF52_00357	192	139	233	68	121	171
AF52_00358	358	136	380	215	293	444
AF52_00359	35	40	8	159	108	118
AF52_00360	257	152	138	463	287	601
AF52_00361	56	28	52	115	161	204
AF52_00362	114	32	56	359	283	441
AF52_00363	147	37	51	243	194	302
AF52_00364	417	219	249	407	215	542
AF52_00365	395	277	409	869	496	904
AF52_00366	277	127	143	2934	2757	3498
AF52_00367	950	364	967	894	933	1384
AF52_00368	1630	1089	1653	1886	1892	2701
AF52_00369	1025	670	961	1135	1342	2030
AF52_00370	2492	1469	2315	7064	5788	9445
AF52_00371	362	198	209	345	250	521
AF52_00372	347	254	338	1447	994	1845
AF52_00373	381	187	268	303	328	425
AF52_00374	138	54	69	137	96	145
AF52_00375	1179	608	1044	1528	1589	2254
AF52_00376	804	400	793	634	529	700
AF52_00377	2995	1353	2747	4171	3527	6904
AF52_00378	3846	2165	3916	4459	4544	8129
AF52_00379	2781	1646	2053	3442	3023	4817
AF52_00380	1156	746	1035	924	771	1008
AF52_00381	1613	982	1330	795	794	1088
AF52_00382	553	211	433	492	412	579
AF52_00383	2682	1244	1995	3084	1839	2988
AF52_00384	10426	6542	8004	12280	11642	17971
AF52_00385	294	262	129	496	485	782
AF52_00386	13	24	10	17	10	67
AF52_00387	53	4	49	102	90	94
AF52_00388	33	0	110	49	111	240
AF52_00389	179	44	198	370	250	403
AF52_00390	142	16	165	77	104	159
AF52_00391	0	12	6	31	15	5
AF52_00392	0	0	3	9	32	10
AF52_00393	76	31	20	16	47	31
AF52_00394	122	69	102	98	84	164
AF52_00395	27	25	43	91	65	72
AF52_00396	9	17	15	13	34	15
AF52_00397	20	7	37	11	70	33
AF52_00398	4	4	0	0	5	22
AF52_00399	21	4	11	1	21	28
AF52_00400	231	107	127	154	88	153
AF52_00401	243	135	107	96	156	147
AF52_00402	264	123	218	403	324	491
AF52_00403	176	59	128	193	146	240
AF52_00404	5	0	30	4	56	42
AF52_00405	1494	683	1143	2440	2084	2999
AF52_00406	117	35	44	149	60	294
AF52_00407	709	268	551	580	438	872
AF52_00408	34	0	10	46	5	8
AF52_00409	47	54	84	70	38	98
AF52_00410	947	431	774	1253	1037	1697
AF52_00411	516	245	440	987	701	1473
AF52_00412	348	252	432	769	755	1001
AF52_00413	266	80	293	1773	1932	2190
AF52_00414	152	126	65	1035	959	1497
AF52_00415	51	36	135	784	658	934
AF52_00416	48	12	3	387	455	404
AF52_00417	10	8	15	257	262	278
AF52_00418	91	47	12	242	199	347
AF52_00419	59	21	51	118	123	245
AF52_00420	28	6	12	158	226	345
AF52_00421	24	22	0	32	71	114
AF52_00422	11	21	22	21	34	67
AF52_00423	275	218	240	383	609	866
AF52_00424	34	72	130	233	295	216
AF52_00425	9	0	19	58	75	88
AF52_00426	55	32	46	144	107	249
AF52_00427	75	31	127	243	147	176
AF52_00428	515	285	551	460	446	825
AF52_00429	1001	477	970	1692	1478	2260
AF52_00430	512	409	728	1784	1217	2967
AF52_00431	74	105	34	207	252	353
AF52_00432	58	44	49	1523	1283	1677
AF52_00433	497	122	305	980	494	1152
AF52_00434	192	99	197	489	482	642
AF52_00435	119	74	77	1343	1504	1868
AF52_00436	84	40	72	322	558	481
AF52_00437	9	20	55	112	63	166
AF52_00438	7	0	0	43	46	142
AF52_00439	469	124	221	263	167	392
AF52_00440	486	236	415	580	486	726
AF52_00441	486	348	436	631	498	1091
AF52_00442	92	84	261	160	166	335
AF52_00443	654	233	510	471	445	546
AF52_00444	302	137	348	592	256	424
AF52_00445	16	0	1	76	88	131
AF52_00446	2	0	10	133	65	82
AF52_00447	46	26	104	169	173	191
AF52_00448	162	22	159	143	93	223
AF52_00449	1139	598	1050	878	773	1310
AF52_00450	884	384	731	713	678	1347
AF52_00451	217	62	107	1025	831	1468
AF52_00452	90	78	105	249	126	276
AF52_00453	72	26	64	116	55	118
AF52_00454	337	273	272	367	402	546
AF52_00455	235	102	268	250	276	368
AF52_00456	178	53	205	421	294	713
AF52_00457	281	185	197	314	292	633
AF52_00458	120	49	186	327	136	204
AF52_00459	24	13	39	84	42	92
AF52_00460	392	231	318	818	821	1234
AF52_00461	372	105	285	349	407	631
AF52_00462	358	143	247	469	353	388
AF52_00463	104	22	69	154	208	150
AF52_00464	46	22	58	163	96	197
AF52_00465	5	33	17	79	18	65
AF52_00466	29	52	28	37	45	46
AF52_00467	145	42	157	261	234	220
AF52_00468	244	86	210	527	427	624
AF52_00469	371	153	231	503	459	634
AF52_00470	279	101	146	139	209	328
AF52_00471	360	216	189	557	676	821
AF52_00472	257	222	328	294	211	402
AF52_00473	560	144	342	714	546	864
AF52_00474	164	57	137	384	426	693
AF52_00475	121	28	62	101	161	206
AF52_00476	836	299	626	1250	987	1429
AF52_00477	333	186	240	705	377	990
AF52_00478	313	266	382	779	583	928
AF52_00479	1458	759	1105	1191	689	1096
AF52_00480	1049	409	882	381	224	349
AF52_00481	1911	1105	1946	2246	2335	3198
AF52_00482	231	93	207	383	380	557
AF52_00483	586	217	593	460	449	834
AF52_00484	292	209	390	348	423	347
AF52_00485	208	86	180	262	390	466
AF52_00486	204	105	207	389	275	496
AF52_00487	138	123	134	241	187	388
AF52_00488	941	443	820	1389	1340	2121
AF52_00489	1910	1200	1465	2526	2192	3410
AF52_00490	136	81	52	315	212	371
AF52_00491	20	30	21	99	105	139
AF52_00492	40	8	16	177	59	149
AF52_00493	138	29	88	226	105	431
AF52_00494	0	49	0	81	119	88
AF52_00495	531	425	438	874	786	1300
AF52_00496	806	535	439	2091	2112	2470
AF52_00497	1886	963	1972	1299	1057	1791
AF52_00498	766	635	494	1258	1504	1861
AF52_00499	1096	472	863	1366	1138	1809
AF52_00500	453	95	494	545	510	618
AF52_00501	308	74	361	658	662	844
AF52_00502	70	39	208	308	323	372
AF52_00503	294	216	420	788	807	871
AF52_00504	433	257	387	750	626	933
AF52_00505	372	126	234	250	283	356
AF52_00506	246	90	170	307	90	273
AF52_00507	21	2	3	21	61	38
AF52_00508	0	8	6	78	4	29
AF52_00509	56	39	6	12	40	152
AF52_00510	29	59	56	146	144	211
AF52_00511	103	49	54	67	194	304
AF52_00512	57	17	9	237	159	282
AF52_00513	483	117	285	930	985	1606
AF52_00514	920	472	631	2700	2518	3815
AF52_00515	1401	942	1295	5939	5048	7377
AF52_00516	207	166	151	749	722	1001
AF52_00517	308	142	173	318	314	424
AF52_00518	349	205	398	220	368	376
AF52_00519	1005	444	820	1187	938	1516
AF52_00520	225	107	172	305	351	426
AF52_00521	338	276	287	1698	800	1603
AF52_00522	399	281	284	1032	1024	1415
AF52_00523	66	22	22	105	84	121
AF52_00524	120	39	120	516	242	416
AF52_00525	39	2	41	72	108	216
AF52_00526	9	2	27	38	30	25
AF52_00527	74	6	77	94	38	82
AF52_00528	977	447	796	1286	1104	1841
AF52_00529	95	78	109	166	205	244
AF52_00530	97	108	122	371	266	608
AF52_00531	473	353	401	1052	1218	1417
AF52_00532	83	61	53	216	311	337
AF52_00533	4056	1926	3418	2536	1946	2942
AF52_00534	679	290	881	1096	667	1239
AF52_00535	790	617	816	10336	6473	11489
AF52_00536	3388	1127	2565	4939	3852	7108
AF52_00537	1004	480	749	1312	1176	1733
AF52_00538	37	18	26	214	64	236
AF52_00539	730	236	428	383	319	411
AF52_00540	448	226	383	537	556	756
AF52_00541	144	40	74	71	58	63
AF52_00542	671	309	507	632	731	1082
AF52_00543	2250	1048	1412	3525	3151	3927
AF52_00544	2264	1224	1606	3480	3127	4432
AF52_00545	2288	1025	1671	6482	5188	7939
AF52_00546	458	192	324	763	562	684
AF52_00547	262	197	365	192	185	468
AF52_00548	258	105	178	333	187	326
AF52_00549	5131	2105	4013	16748	14130	23628
AF52_00550	925	467	847	1855	1339	2708
AF52_00551	1602	1178	1471	1641	1248	2244
AF52_00552	1440	535	1499	1836	1258	2936
AF52_00553	641	142	562	678	600	888
AF52_00554	15	0	11	24	10	29
AF52_00555	379	57	194	431	350	464
AF52_00556	411	168	458	702	529	1041
AF52_00557	630	361	701	775	823	883
AF52_00558	344	251	305	284	227	232
AF52_00559	519	261	499	1932	1405	2690
AF52_00560	285	268	193	457	422	667
AF52_00561	249	250	361	994	912	1204
AF52_00562	988	722	1094	1522	1350	1979
AF52_00563	347	97	262	1072	972	1447
AF52_00564	479	175	348	3472	3691	4650
AF52_00565	1054	464	770	1341	1203	1760
AF52_00566	8334	4030	6962	3689	3240	4567
AF52_00567	6197	2967	5715	3845	3374	4579
AF52_00568	8098	4203	6470	8219	7243	11303
AF52_00569	1265	616	1089	1641	1176	2616
AF52_00570	125	136	210	178	146	243
AF52_00571	83	16	37	84	110	160
AF52_00572	5	0	4	21	7	3
AF52_00573	30	41	94	75	173	110
AF52_00574	77	24	37	96	110	120
AF52_00575	100	81	92	82	198	327
AF52_00576	54	44	93	141	82	141
AF52_00577	410	127	287	496	509	652
AF52_00578	515	195	272	544	455	870
AF52_00579	106	29	83	162	130	277
AF52_00580	235	105	164	289	246	373
AF52_00581	314	132	258	467	387	611
AF52_00582	215	97	157	1012	1005	1623
AF52_00583	270	151	258	2050	1570	3219
AF52_00584	88	18	19	33	32	38
AF52_00585	884	432	673	633	907	1488
AF52_00586	750	223	472	288	281	392
AF52_00587	483	268	343	230	190	279
AF52_00588	509	233	420	1180	911	1470
AF52_00589	62	18	97	281	268	299
AF52_00590	70	39	92	237	130	373
AF52_00591	48	11	128	196	109	383
AF52_00592	83	25	57	7	19	11
AF52_00593	149	101	81	58	43	75
AF52_00594	126	86	138	181	179	355
AF52_00595	142	55	192	296	254	313
AF52_00596	37	2	12	64	93	87
AF52_00597	37	17	32	161	179	259
AF52_00598	593	338	680	2332	1503	3053
AF52_00599	711	512	522	1565	1517	2326
AF52_00600	111	55	82	583	578	738
AF52_00601	213	256	394	559	474	647
AF52_00602	233	161	228	236	251	231
AF52_00603	206	154	170	179	154	279
AF52_00604	465	259	506	1579	1368	1745
AF52_00605	503	228	497	1021	502	836
AF52_00606	346	247	400	883	630	1086
AF52_00607	127	93	91	947	743	903
AF52_00608	48	26	66	109	156	56
AF52_00609	364	155	239	682	517	930
AF52_00610	1018	485	796	1321	1159	1758
AF52_00611	5636	3304	4653	14890	14630	20739
AF52_00612	569	346	456	753	871	1017
AF52_00613	247	133	208	52	142	132
AF52_00614	4599	2561	4419	4743	4174	7528
AF52_00615	2251	1451	2169	1139	1147	1308
AF52_00616	7211	3867	6317	2208	1741	3473
AF52_00617	1961	663	1493	173	179	313
AF52_00618	392	190	249	433	502	811
AF52_00619	1180	723	929	19365	16447	24927
AF52_00620	2742	1613	1982	12350	10125	17335
AF52_00621	2885	1491	2329	1674	1652	2569
AF52_00622	861	421	785	527	368	586
AF52_00623	1215	579	866	754	710	1004
AF52_00624	1004	542	756	277	321	360
AF52_00625	742	402	621	152	72	258
AF52_00626	2498	1782	2259	479	468	844
AF52_00627	726	407	491	1065	1038	1524
AF52_00628	239	71	145	1115	901	1083
AF52_00629	3171	1845	2664	3094	2773	4738
AF52_00630	191	124	62	221	241	351
AF52_00631	1686	877	1452	1708	1817	2365
AF52_00632	285	65	154	383	469	727
AF52_00633	87	0	21	308	131	404
AF52_00634	987	445	777	1320	1062	1753
AF52_00635	132	12	118	140	142	162
AF52_00636	35	24	67	121	223	217
AF52_00637	227	155	157	1084	1017	1406
AF52_00638	1148	377	770	1208	1132	1570
AF52_00639	672	378	690	438	337	631
AF52_00640	1683	855	1274	436	386	528
AF52_00641	1539	802	1544	243	318	332
AF52_00642	2649	1572	2310	852	645	1203
AF52_00643	947	481	881	250	210	301
AF52_00644	1842	1064	1321	1376	1529	2032
AF52_00645	2521	1216	2221	2578	2473	3907
AF52_00646	2118	1560	2129	9700	8412	13544
AF52_00647	1867	1022	1281	3061	2725	3908
AF52_00648	1058	505	1068	4653	3511	6156
AF52_00649	2387	1067	2116	1385	1225	1710
AF52_00650	1244	618	1232	370	325	598
AF52_00651	7749	4776	5759	702	773	1214
AF52_00652	1409	689	993	1093	868	1668
AF52_00653	1051	539	996	1191	912	1638
AF52_00654	1491	836	1118	878	774	1207
AF52_00655	1864	1040	1437	1456	1283	1503
AF52_00656	601	414	633	697	662	1017
AF52_00657	844	642	525	1741	1366	2813
AF52_00658	3317	1826	2857	2573	2212	3258
AF52_00659	1199	691	1197	359	192	627
AF52_00660	1176	992	839	1468	903	1668
AF52_00661	550	263	577	573	505	951
AF52_00662	965	640	721	1386	1140	1993
AF52_00663	1188	426	925	976	898	1325
AF52_00664	15409	9479	13484	21014	19711	27819
AF52_00665	20538	14569	21071	22350	20526	27228
AF52_00666	6200	4056	5349	2361	2676	4246
AF52_00667	6866	3639	6406	4968	4442	7204
AF52_00668	7975	4333	7806	5247	4757	6566
AF52_00669	27624	13372	22266	19318	15219	24517
AF52_00670	13727	6820	11813	14157	12674	19789
AF52_00671	12430	7692	11860	11310	10883	16281
AF52_00672	1107	586	1003	940	943	1478
AF52_00673	2743	1442	2465	1994	1863	2684
AF52_00674	11158	5636	9441	19310	17515	26957
AF52_00675	732	176	665	510	408	812
AF52_00676	220	114	211	179	220	244
AF52_00677	2380	1467	1718	1835	1495	2378
AF52_00678	654	348	532	1536	1208	1731
AF52_00679	169	150	132	579	454	471
AF52_00680	170	178	170	398	328	560
AF52_00681	409	352	667	891	608	921
AF52_00682	2360	1198	1846	2629	2028	3280
AF52_00683	3556	1801	2822	4427	4056	6066
